Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Monitoring energy (nm),1st Excitation max. (nm),Formula
12.012,7,0.002,6.998,170,66,8,58,397.5225385,162.5,15.999,146.501,725,185,60,125,7.27,3.44,0,3.44,15,6,2,4,37.3264126,13.618054,5.670385,7.947669,128.762,56,0.132,55.868,261.841794,111.993,0.325,111.668,1102.2,500,0.35,499.65,31.52244,24.08,0,24.08,56.024,42,0.004,41.996,125.4511888,95.326378,0.0118781,95.3144999,298,445,341,CaAl4O7Eu0.01Dy0.002
19.13,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,248.39,96,1.89,94.11,521.990857,191.988,4.55892,187.42908,1783.05,720,5.55,714.45,52.34,41.28,0,41.28,96.26,72,0.06,71.94,218.7917083,163.416648,0.17011155,163.2465365,298,445,300,KSrSc2P3O12Eu0.03Tb0.1
21.105,12,0.025,11.975,140,63,8,55,312.9512092,151.964,15.999,135.965,715,185,50,135,12.16,3.98,0,3.98,29,7,2,5,60.7451182,17.42282,5.670385,11.752435,253.575,100,1.575,98.425,512.4918327,200.39,3.7991,196.5909,1985.825,900,4.625,895.375,56.954,41.28,0,41.28,104.61,72,0.05,71.95,243.6017831,163.416648,0.141759625,163.2748884,298,449,335,Ca5P3O12FEu0.025Mn0.08
20.02,12,0.02,11.98,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,209.26,96,1.26,94.74,424.266866,191.988,3.03928,188.94872,1843.7,720,3.7,716.3,53.91,41.28,0,41.28,96.04,72,0.04,71.96,229.9157172,163.416648,0.1134077,163.3032403,298,450,365,KMg4P3O12Eu0.02
20.025,12,0.005,11.995,120,63,3,60,269.280062,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.1537383,13.618054,4.34066354,9.27739046,209.275,96,0.015,95.985,424.301566,191.988,0.0347,191.9533,1844.425,720,0.725,719.275,53.9149,41.28,0,41.28,96.045,72,0.005,71.995,229.9426758,163.416648,0.026958574,163.3896894,298,450,365,KMg4P3O12Li0.005Eu0.02
20.03,12,0.01,11.99,120,63,3,60,269.280062,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.1537383,13.618054,4.34066354,9.27739046,209.29,96,0.03,95.97,424.336266,191.988,0.0694,191.9186,1845.15,720,1.45,718.55,53.9198,41.28,0,41.28,96.05,72,0.01,71.99,229.9696344,163.416648,0.053917148,163.3627309,298,450,365,KMg4P3O12Li0.01Eu0.02
20.04,12,0.02,11.98,120,63,3,60,269.280062,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.1537383,13.618054,4.34066354,9.27739046,209.32,96,0.06,95.94,424.405666,191.988,0.1388,191.8492,1846.6,720,2.9,717.1,53.9296,41.28,0,41.28,96.06,72,0.02,71.98,230.0235515,163.416648,0.107834295,163.3088137,298,450,365,KMg4P3O12Li0.02Eu0.02
20.045,12,0.02,11.98,120,63,3,60,269.280062,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.1537383,13.618054,4.34066354,9.27739046,209.335,96,0.075,95.925,424.440366,191.988,0.1735,191.8145,1847.325,720,3.625,716.375,53.9345,41.28,0,41.28,96.065,72,0.025,71.975,230.0505101,163.416648,0.1134077,163.3032403,298,450,365,KMg4P3O12Li0.025Eu0.02
20.05,12,0.02,11.98,120,63,3,60,269.280062,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.1537383,13.618054,4.34066354,9.27739046,209.35,96,0.09,95.91,424.475066,191.988,0.2082,191.7798,1848.05,720,3.7,716.3,53.9394,41.28,0,41.28,96.07,72,0.03,71.97,230.0774687,163.416648,0.1134077,163.3032403,298,450,365,KMg4P3O12Li0.03Eu0.02
20,12,0.03,11.97,188,71,8,63,435.3978,174.9668,15.999,158.9678,860,185,60,125,8.65,3.44,0,3.44,18,6,2,4,46.6253832,13.618054,5.425871,8.192183,325.29,142,1.89,140.11,718.22118,349.9336,4.55892,345.37468,1880.15,720,5.55,714.45,52.57,41.28,0,41.28,94,72,0.06,71.94,220.1157811,163.416648,0.17011155,163.2465365,298,450,365,Lu2Ca0.97Mg2Si3O12Eu0.03
20.005,12,0.005,11.995,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,208.315,96,0.315,95.685,421.987406,191.988,0.75982,191.22818,1840.925,720,0.925,719.075,53.91,41.28,0,41.28,96.01,72,0.01,71.99,229.8306615,163.416648,0.028351925,163.3882961,298,450,300,KMg4P3O12Eu0.005
20.01,12,0.01,11.99,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,208.63,96,0.63,95.37,422.747226,191.988,1.51964,190.46836,1841.85,720,1.85,718.15,53.91,41.28,0,41.28,96.02,72,0.02,71.98,229.8590134,163.416648,0.05670385,163.3599442,298,450,300,KMg4P3O12Eu0.01
20.02,12,0.02,11.98,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,209.26,96,1.26,94.74,424.266866,191.988,3.03928,188.94872,1843.7,720,3.7,716.3,53.91,41.28,0,41.28,96.04,72,0.04,71.96,229.9157172,163.416648,0.1134077,163.3032403,298,450,300,KMg4P3O12Eu0.02
20.04,12,0.04,11.96,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,210.52,96,2.52,93.48,427.306146,191.988,6.07856,185.90944,1847.4,720,7.4,712.6,53.91,41.28,0,41.28,96.08,72,0.08,71.92,230.0291249,163.416648,0.2268154,163.1898326,298,450,300,KMg4P3O12Eu0.04
20.06,12,0.06,11.94,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,211.78,96,3.78,92.22,430.345426,191.988,9.11784,182.87016,1851.1,720,11.1,708.9,53.91,41.28,0,41.28,96.12,72,0.12,71.88,230.1425326,163.416648,0.3402231,163.0764249,298,450,300,KMg4P3O12Eu0.06
20.08,12,0.08,11.92,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,213.04,96,5.04,90.96,433.384706,191.988,12.15712,179.83088,1854.8,720,14.8,705.2,53.91,41.28,0,41.28,96.16,72,0.16,71.84,230.2559403,163.416648,0.4536308,162.9630172,298,450,300,KMg4P3O12Eu0.08
2,0.995,0.005,0.99,131,63,11,52,301.6720693,151.964,22.98976928,128.9742307,785,220,180,40,2.7,0.95,0,0.95,6,2,1,1,20.84499244,5.6948672,4.34066354,1.35420366,52.325,37.81,0.315,37.495,117.3749016,87.1819,0.75982,86.42208,395.925,199,0.925,198.075,1.83125,0.94525,0,0.94525,3,1.99,0.01,1.98,10.51445623,5.666392864,0.028351925,5.638040939,298,452,375,K0.4Na0.6Sr0.995Eu0.005
42.01,24,0.01,23.99,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,608.63,228,0.63,227.37,1295.367018,525.72,1.51964,524.20036,4061.85,1440,1.85,1438.15,113.36,82.56,0,82.56,208.02,144,0.02,143.98,483.2775799,326.833296,0.05670385,326.7765922,298,452,293,Sr6Ca4P6O24F2Eu0.01
42.05,24,0.05,23.95,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,611.15,228,3.15,224.85,1301.445578,525.72,7.5982,518.1218,4069.25,1440,9.25,1430.75,113.36,82.56,0,82.56,208.1,144,0.1,143.9,483.5043953,326.833296,0.28351925,326.5497768,298,452,293,Sr6Ca4P6O24F2Eu0.05
42.09,24,0.09,23.91,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,613.67,228,5.67,222.33,1307.524138,525.72,13.67676,512.04324,4076.65,1440,16.65,1423.35,113.36,82.56,0,82.56,208.18,144,0.18,143.82,483.7312107,326.833296,0.51033465,326.3229614,298,452,293,Sr6Ca4P6O24F2Eu0.09
42.13,24,0.13,23.87,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,616.19,228,8.19,219.81,1313.602698,525.72,19.75532,505.96468,4084.05,1440,24.05,1415.95,113.36,82.56,0,82.56,208.26,144,0.26,143.74,483.9580261,326.833296,0.73715005,326.096146,298,452,293,Sr6Ca4P6O24F2Eu0.13
42.17,24,0.17,23.83,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,618.71,228,10.71,217.29,1319.681258,525.72,25.83388,499.88612,4091.45,1440,31.45,1408.55,113.36,82.56,0,82.56,208.34,144,0.34,143.66,484.1848415,326.833296,0.96396545,325.8693306,298,452,293,Sr6Ca4P6O24F2Eu0.17
42.25,24,0.25,23.75,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,623.75,228,15.75,212.25,1331.838378,525.72,37.991,487.729,4106.25,1440,46.25,1393.75,113.36,82.56,0,82.56,208.5,144,0.5,143.5,484.6384723,326.833296,1.41759625,325.4156998,298,452,293,Sr6Ca4P6O24F2Eu0.25
42.4,24,0.4,23.6,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,633.2,228,18,210,1354.632978,525.72,37.99680633,487.7231937,4134,1440,74,1366,113.36,82.56,0,82.56,208.8,144,0.8,143.2,485.48903,326.833296,2.268154,324.565142,298,452,293,Sr6Ca4P6O24F2Eu0.4
42.5,24,0.5,23.5,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,639.5,228,18,210,1369.829378,525.72,37.99680633,487.7231937,4152.5,1440,92.5,1347.5,113.36,82.56,0,82.56,209,144,1,143,486.0560685,326.833296,2.8351925,323.9981035,298,452,293,Sr6Ca4P6O24F2Eu0.5
19.99,12,0.01,11.99,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.3708384,163.416648,0.05670385,163.3599442,298,453,320,Na2.98Sc2P3O12Eu0.01
19.99,12,0.01,11.99,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.3708384,163.416648,0.05670385,163.3599442,323,453,320,Na2.98Sc2P3O12Eu0.01
19.99,12,0.01,11.99,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.3708384,163.416648,0.05670385,163.3599442,373,453,320,Na2.98Sc2P3O12Eu0.01
19.99,12,0.01,11.99,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.3708384,163.416648,0.05670385,163.3599442,423,453,320,Na2.98Sc2P3O12Eu0.01
19.99,12,0.01,11.99,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.3708384,163.416648,0.05670385,163.3599442,473,453,320,Na2.98Sc2P3O12Eu0.01
42,26,0.05,25.95,163,63,8,55,377.920232,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.4651802,13.618054,5.5769,8.041154,574.15,208,3.15,204.85,1205.845812,415.974,7.5982,408.3758,3990.25,1560,9.25,1550.75,112.73,89.44,0,89.44,208,156,0.1,155.9,477.0264231,354.069404,0.28351925,353.7858848,298,453,318,Ca7.95La2P6O26Eu0.05
42,26,0.02,25.98,163,63,8,55,377.920232,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.4651802,13.618054,5.5769,8.041154,572.86,208,1.26,206.74,1202.489232,415.974,3.03928,412.93472,3990.1,1560,3.7,1556.3,112.76,89.44,0,89.44,208,156,0.04,155.96,477.0397062,354.069404,0.1134077,353.9559963,298,453,318,Ca7.98La2P6O26Eu0.02
42,26,0.06,25.94,163,63,8,55,377.920232,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.4651802,13.618054,5.5769,8.041154,574.58,208,3.78,204.22,1206.964672,415.974,9.11784,406.85616,3990.3,1560,11.1,1548.9,112.72,89.44,0,89.44,208,156,0.12,155.88,477.0219954,354.069404,0.3402231,353.7291809,298,453,318,Ca7.94La2P6O26Eu0.06
42,26,0.08,25.92,163,63,8,55,377.920232,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.4651802,13.618054,5.5769,8.041154,575.44,208,5.04,202.96,1209.202392,415.974,12.15712,403.81688,3990.4,1560,14.8,1545.2,112.7,89.44,0,89.44,208,156,0.16,155.84,477.01314,354.069404,0.4536308,353.6157732,298,453,318,Ca7.92La2P6O26Eu0.08
19.97,12,0.03,11.97,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,217.23,96,1.89,94.11,446.9699437,191.988,4.55892,187.42908,1874.75,720,5.55,714.45,53.3042,41.28,0,41.28,96,72,0.06,71.94,223.278683,163.416648,0.17011155,163.2465365,298,453,313,Na2.94Sc2P3O12Eu0.03
19.97,12,0.03,11.97,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,217.23,96,1.89,94.11,446.9699437,191.988,4.55892,187.42908,1874.75,720,5.55,714.45,53.3042,41.28,0,41.28,96,72,0.06,71.94,223.278683,163.416648,0.17011155,163.2465365,323,453,313,Na2.94Sc2P3O12Eu0.03
19.97,12,0.03,11.97,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,217.23,96,1.89,94.11,446.9699437,191.988,4.55892,187.42908,1874.75,720,5.55,714.45,53.3042,41.28,0,41.28,96,72,0.06,71.94,223.278683,163.416648,0.17011155,163.2465365,373,453,313,Na2.94Sc2P3O12Eu0.03
19.97,12,0.03,11.97,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,217.23,96,1.89,94.11,446.9699437,191.988,4.55892,187.42908,1874.75,720,5.55,714.45,53.3042,41.28,0,41.28,96,72,0.06,71.94,223.278683,163.416648,0.17011155,163.2465365,423,453,313,Na2.94Sc2P3O12Eu0.03
19.97,12,0.03,11.97,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,217.23,96,1.89,94.11,446.9699437,191.988,4.55892,187.42908,1874.75,720,5.55,714.45,53.3042,41.28,0,41.28,96,72,0.06,71.94,223.278683,163.416648,0.17011155,163.2465365,473,453,313,Na2.94Sc2P3O12Eu0.03
19.93,12,0.07,11.93,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,218.87,96,4.41,91.59,451.2093221,191.988,10.63748,181.35052,1867.75,720,12.95,707.05,53.2298,41.28,0,41.28,96,72,0.14,71.86,223.0943723,163.416648,0.39692695,163.0197211,298,453,300,Na2.86Sc2P3O12Eu0.07
19.93,12,0.07,11.93,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,218.87,96,4.41,91.59,451.2093221,191.988,10.63748,181.35052,1867.75,720,12.95,707.05,53.2298,41.28,0,41.28,96,72,0.14,71.86,223.0943723,163.416648,0.39692695,163.0197211,323,453,300,Na2.86Sc2P3O12Eu0.07
19.93,12,0.07,11.93,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,218.87,96,4.41,91.59,451.2093221,191.988,10.63748,181.35052,1867.75,720,12.95,707.05,53.2298,41.28,0,41.28,96,72,0.14,71.86,223.0943723,163.416648,0.39692695,163.0197211,373,453,300,Na2.86Sc2P3O12Eu0.07
19.93,12,0.07,11.93,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,218.87,96,4.41,91.59,451.2093221,191.988,10.63748,181.35052,1867.75,720,12.95,707.05,53.2298,41.28,0,41.28,96,72,0.14,71.86,223.0943723,163.416648,0.39692695,163.0197211,423,453,300,Na2.86Sc2P3O12Eu0.07
19.93,12,0.07,11.93,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,218.87,96,4.41,91.59,451.2093221,191.988,10.63748,181.35052,1867.75,720,12.95,707.05,53.2298,41.28,0,41.28,96,72,0.14,71.86,223.0943723,163.416648,0.39692695,163.0197211,473,453,300,Na2.86Sc2P3O12Eu0.07
13,8,0.01,7.99,162,63,8,55,376.341762,151.964,15.999,135.965,740,215,60,155,7.52,3.44,0,3.44,17,6,2,4,41.0999442,13.618054,5.211664,8.40639,226.43,112,0.63,111.37,505.790384,274.654,1.51964,273.13436,1290.05,480,1.85,478.15,34.67,27.52,0,27.52,64,48,0.02,47.98,146.4498595,108.944432,0.05670385,108.8877282,298,454,273,Ba2Ca0.99P2O8Eu0.01
21.02,12,0.02,11.98,123,63,8,55,274.464762,151.964,15.999,135.965,625,185,60,125,9.79,3.44,0,3.44,22,7,2,5,48.8559102,13.618054,5.670385,7.947669,259.26,100,1.26,98.74,523.788566,200.39,3.03928,197.35072,2023.7,900,3.7,896.3,56.01,41.28,0,41.28,104.04,72,0.04,71.96,238.5235197,163.416648,0.1134077,163.3032403,298,458,400,Ca5P3O12ClEu0.02
21.03,12,0.01,11.99,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,259.91,100,0.65,99.35,525.3778195,200.39,1.5892535,198.8007465,2025.45,900,1.75,898.25,56.01,41.28,0,41.28,104.06,72,0.02,71.98,238.5821577,163.416648,0.058638,163.35801,298,458,400,Ca5P3O12ClEu0.02Tb0.01
21.04,12,0.02,11.98,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,260.56,100,1.26,98.74,526.967073,200.39,3.03928,197.35072,2027.2,900,3.5,896.5,56.01,41.28,0,41.28,104.08,72,0.04,71.96,238.6407957,163.416648,0.1134077,163.3032403,298,458,400,Ca5P3O12ClEu0.02Tb0.02
21.05,12,0.02,11.98,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,261.21,100,1.26,98.74,528.5563265,200.39,3.03928,197.35072,2028.95,900,3.7,896.3,56.01,41.28,0,41.28,104.1,72,0.04,71.96,238.6994337,163.416648,0.1134077,163.3032403,298,458,400,Ca5P3O12ClEu0.02Tb0.03
21.06,12,0.02,11.98,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,261.86,100,1.26,98.74,530.14558,200.39,3.03928,197.35072,2030.7,900,3.7,896.3,56.01,41.28,0,41.28,104.12,72,0.04,71.96,238.7580717,163.416648,0.1134077,163.3032403,298,458,400,Ca5P3O12ClEu0.02Tb0.04
21.07,12,0.02,11.98,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,262.51,100,1.26,98.74,531.7348335,200.39,3.03928,197.35072,2032.45,900,3.7,896.3,56.01,41.28,0,41.28,104.14,72,0.04,71.96,238.8167097,163.416648,0.1134077,163.3032403,298,458,400,Ca5P3O12ClEu0.02Tb0.05
21.1,12,0.02,11.98,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,264.46,100,1.26,98.74,536.502594,200.39,3.03928,197.35072,2037.7,900,3.7,896.3,56.01,41.28,0,41.28,104.2,72,0.04,71.96,238.9926237,163.416648,0.1134077,163.3032403,298,458,400,Ca5P3O12ClEu0.02Tb0.08
21.12,12,0.02,11.98,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,265.76,100,1.26,98.74,539.681101,200.39,3.03928,197.35072,2041.2,900,3.7,896.3,56.01,41.28,0,41.28,104.24,72,0.04,71.96,239.1098997,163.416648,0.1134077,163.3032403,298,458,400,Ca5P3O12ClEu0.02Tb0.1
21,12,0.1,11.9,227,63,8,55,533.2659352,151.964,15.999,135.965,1025,220,50,170,12.42,3.98,0,3.98,26,7,1,6,62.32717254,17.42282,4.34066354,13.08215646,394.7,162.4,6.3,156.1,895.3561592,398.2483,15.1964,383.0519,2127,720,18.5,701.5,56.331,41.28,0,41.28,104,72,0.2,71.8,237.8979536,163.416648,0.5670385,162.8496095,298,460,388,Ba2.9LaKP3O12FEu0.1
15,7,0.04,6.96,114,63,8,55,255.1244032,151.964,15.999,135.965,585,185,50,135,10.32,3.98,0,3.98,21,7,2,5,50.9760972,17.42282,5.670385,11.752435,183.72,79.2,2.52,76.68,370.9472463,158.70888,6.07856,152.63032,1460.2,712.8,7.4,705.4,39.8,24.08,0,24.08,72,42,0.08,41.92,170.910294,95.326378,0.2268154,95.0995626,298,460,370,Ca3.96Si2O7F2Eu0.04
20,12,0.01,11.99,181,63,8,55,415.440062,151.964,15.999,135.965,960,220,60,160,8.34,3.44,0,3.44,18,6,1,5,45.44060774,13.618054,4.34066354,9.27739046,348.07,167.44,0.63,166.81,776.212956,410.60773,1.51964,409.08809,2064.7,720,1.85,718.15,52.3311,41.28,0,41.28,96,72,0.02,71.98,220.970104,163.416648,0.05670385,163.3599442,298,460,365,Ba2.99CaKP3O12Eu0.01
20,12,0.01,11.99,206,63,8,55,470.378106,151.964,15.999,135.965,1100,220,60,160,9.89,3.44,0,3.44,25,7,1,6,52.87462574,13.618054,4.34066354,9.27739046,348.32,167.44,0.63,166.81,776.9559582,410.60773,1.51964,409.08809,2062.7,720,1.85,718.15,52.3586,41.28,0,41.28,96.25,72,0.02,71.98,221.0361471,163.416648,0.05670385,163.3599442,298,460,365,Ba2.99Ca0.95KP3O12Eu0.01Mn0.05
20,12,0.01,11.99,206,63,8,55,470.378106,151.964,15.999,135.965,1100,220,60,160,9.89,3.44,0,3.44,25,7,1,6,52.87462574,13.618054,4.34066354,9.27739046,348.57,167.44,0.63,166.81,777.6989604,410.60773,1.51964,409.08809,2060.7,720,1.85,718.15,52.3861,41.28,0,41.28,96.5,72,0.02,71.98,221.1021902,163.416648,0.05670385,163.3599442,298,460,365,Ba2.99Ca0.9KP3O12Eu0.01Mn0.1
20,12,0.01,11.99,206,63,8,55,470.378106,151.964,15.999,135.965,1100,220,60,160,9.89,3.44,0,3.44,25,7,1,6,52.87462574,13.618054,4.34066354,9.27739046,348.82,167.44,0.63,166.81,778.4419626,410.60773,1.51964,409.08809,2058.7,720,1.85,718.15,52.4136,41.28,0,41.28,96.75,72,0.02,71.98,221.1682334,163.416648,0.05670385,163.3599442,298,460,365,Ba2.99Ca0.85KP3O12Eu0.01Mn0.15
20,12,0.01,11.99,206,63,8,55,470.378106,151.964,15.999,135.965,1100,220,60,160,9.89,3.44,0,3.44,25,7,1,6,52.87462574,13.618054,4.34066354,9.27739046,349.07,167.44,0.63,166.81,779.1849648,410.60773,1.51964,409.08809,2056.7,720,1.85,718.15,52.4411,41.28,0,41.28,97,72,0.02,71.98,221.2342765,163.416648,0.05670385,163.3599442,298,460,365,Ba2.99Ca0.8KP3O12Eu0.01Mn0.2
45.91,28,0.01,27.99,125,63,8,55,278.113062,151.964,15.999,135.965,745,220,60,160,7.45,3.44,0,3.44,16,6,1,5,40.22894374,13.618054,4.34066354,9.27739046,546.63,224,0.63,223.37,1102.178474,447.972,1.51964,446.45236,4383.85,1782,1.85,1780.15,122.37,96.32,0,96.32,223.82,168,0.02,167.98,519.6299179,381.305512,0.05670385,381.2488082,298,460,347,Ca9.9KP7O28Eu0.01
